title,price,subtitle,city
1-комнатная квартира · 32 м² · 2/5 этаж,14 000 000 〒,"Ульбинский, Назарбаева 46/3",Усть-Каменогорск
3-комнатная квартира · 67 м² · 8/9 этаж,42 000 000 〒,Славского 44,Усть-Каменогорск
4-комнатная квартира · 85 м² · 1/5 этаж,35 000 000 〒,Жастар 23,Усть-Каменогорск
2-комнатная квартира · 49 м² · 5/5 этаж,16 300 000 〒,Кабанбай батыра 118 — Бурова - Кабанбай батыра,Усть-Каменогорск
1-комнатная квартира · 46.84 м²,от 18 736 000 〒,Казыбек би 1/3,Усть-Каменогорск
6-комнатная квартира · 176.46 м²,от 70 584 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
1-комнатная квартира · 47 м² · 9/10 этаж,14 500 000 〒,Казыбек би 7/3,Усть-Каменогорск
1-комнатная квартира · 45.71 м²,от 20 569 500 〒,И.Есенберлина 11,Усть-Каменогорск
3-комнатная квартира · 84 м² · 4/5 этаж,24 700 000 〒,Назарбаева 79/2,Усть-Каменогорск
2-комнатная квартира · 66.37 м²,от 26 548 000 〒,Есенберлина,Усть-Каменогорск
3-комнатная квартира · 106.68 м²,от 52 273 200 〒,К.Кайсенова 55/1,Усть-Каменогорск
4-комнатная квартира · 117 м² · 1/5 этаж,49 000 000 〒,"Ульбинский, Дружбы народов 2/3",Усть-Каменогорск
2-комнатная квартира · 50.9 м² · 1/5 этаж,22 900 000 〒,"Ульбинский, Утепова 31",Усть-Каменогорск
3-комнатная квартира · 112.19 м²,от 52 953 680 〒,"Проспект Каныша Сатпаева, 15e",Усть-Каменогорск
4-комнатная квартира · 121.03 м²,от 54 463 500 〒,И.Есенберлина 11,Усть-Каменогорск
3-комнатная квартира · 65 м² · 3/5 этаж,25 000 000 〒,"Ульбинский, Мызы 5/1",Усть-Каменогорск
2-комнатная квартира · 85 м² · 8/10 этаж,35 998 000 〒,проспект Казыбек би 40,Усть-Каменогорск
3-комнатная квартира · 98.35 м²,от 39 340 000 〒,Казыбек би 1/3,Усть-Каменогорск
5-комнатная квартира · 170.25 м²,от 68 100 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
1-комнатная квартира · 40 м²,от 16 000 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
3-комнатная квартира · 83.14 м²,от 33 256 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
2-комнатная квартира · 70.02 м²,от 31 509 000 〒,И.Есенберлина 11,Усть-Каменогорск
2-комнатная квартира · 70.2 м²,от 28 080 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
3-комнатная квартира · 67 м² · 1/5 этаж,23 500 000 〒,"Ульбинский, Бажова 343",Усть-Каменогорск
5-комнатная квартира · 126.36 м²,от 50 544 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
3-комнатная квартира · 72 м² · 3/5 этаж,29 900 000 〒,Жастар 27 — Школа Нур Орда,Усть-Каменогорск
4-комнатная квартира · 191 м² · 7/8 этаж,133 000 000 〒,Тохтарова 40,Усть-Каменогорск
2-комнатная квартира · 80.87 м²,от 39 626 300 〒,К.Кайсенова 55/1,Усть-Каменогорск
3-комнатная квартира · 94.6 м²,от 37 840 000 〒,Есенберлина 94,Усть-Каменогорск
2-комнатная квартира · 52.31 м²,от 20 924 000 〒,Казыбек би 1/3,Усть-Каменогорск
3-комнатная квартира · 110.18 м²,от 57 293 600 〒,"Проспект Каныша Сатпаева, 15e",Усть-Каменогорск
1-комнатная квартира · 43.46 м²,от 17 384 000 〒,Есенберлина,Усть-Каменогорск
1-комнатная квартира · 57.51 м²,от 28 179 900 〒,К.Кайсенова 55/1,Усть-Каменогорск
1-комнатная квартира · 37.08 м²,от 18 354 600 〒,Сатпаева позиция 60,Усть-Каменогорск
2-комнатная квартира · 65.01 м²,от 31 854 900 〒,К.Кайсенова 55/1,Усть-Каменогорск
4-комнатная квартира · 133.77 м²,от 65 547 300 〒,К.Кайсенова 55/1,Усть-Каменогорск
2-комнатная квартира · 66.9 м²,от 32 781 000 〒,К.Кайсенова 55/1,Усть-Каменогорск
1-комнатная квартира · 42.3 м²,от 16 920 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
1-комнатная квартира · 31 м² · 1/5 этаж,12 400 000 〒,Набережная 26/ а — Проспект  ауэзова крылова,Усть-Каменогорск
2-комнатная квартира · 59.6 м²,от 25 032 000 〒,Есенберлина 94,Усть-Каменогорск
4-комнатная квартира · 113.17 м²,от 46 399 700 〒,Красина 11В,Усть-Каменогорск
2-комнатная квартира · 42 м² · 5/5 этаж,35 000 000 〒,"Ульбинский, Ауэзова 1 — Славского",Усть-Каменогорск
2-комнатная квартира · 68.43 м²,от 42 364 600 〒,Победы 2,Усть-Каменогорск
2-комнатная квартира · 55.84 м²,от 22 336 000 〒,Казыбек би 1/3,Усть-Каменогорск
3-комнатная квартира · 66 м² · 6/6 этаж,17 800 000 〒,Багдат Шаяхметов 21,Усть-Каменогорск
2-комнатная квартира · 52 м² · 10/10 этаж,21 000 000 〒,"Ульбинский, Бульвар Гагарина 21/1",Усть-Каменогорск
4-комнатная квартира · 130.33 м²,от 87 321 100 〒,Есенберлина 90,Усть-Каменогорск
4-комнатная квартира · 121.65 м²,от 83 938 500 〒,Победы 2,Усть-Каменогорск
2-комнатная квартира · 46.82 м²,от 19 196 200 〒,Красина 11В,Усть-Каменогорск
1-комнатная квартира · 35 м² · 3/5 этаж,14 900 000 〒,Жастар 37-1,Усть-Каменогорск
3-комнатная квартира · 63 м² · 1/2 этаж,24 000 000 〒,Тохтарова 76а — Ауезова,Усть-Каменогорск
2-комнатная квартира · 55.3 м²,от 23 226 000 〒,Есенберлина 94,Усть-Каменогорск
3-комнатная квартира · 66.8 м² · 9/9 этаж,27 000 000 〒,Бурова 6,Усть-Каменогорск
2-комнатная квартира · 46 м² · 4/5 этаж,14 800 000 〒,Казахстан 98 — Кабанбай батыра,Усть-Каменогорск
1-комнатная квартира · 46.64 м²,от 32 181 600 〒,Победы 2,Усть-Каменогорск
3-комнатная квартира · 63.5 м² · 5/9 этаж,31 000 000 〒,Карбышева 44 — Парка Самал,Усть-Каменогорск
3-комнатная квартира · 60.7 м² · 8/9 этаж,55 000 000 〒,"Ульбинский, Гагарина 25",Усть-Каменогорск
3-комнатная квартира · 98.49 м²,от 39 396 000 〒,Казыбек би 1/3,Усть-Каменогорск
3-комнатная квартира · 70.2 м² · 10/10 этаж,45 000 000 〒,"Ахмирово, Илияса Есенберлина 20",Усть-Каменогорск
1-комнатная квартира · 59.67 м²,от 26 254 800 〒,"Проспект Каныша Сатпаева, 15e",Усть-Каменогорск
3-комнатная квартира · 85.25 м²,от 34 952 500 〒,Красина 11В,Усть-Каменогорск
4-комнатная квартира · 143.57 м²,от 57 428 000 〒,Казыбек би 1/3,Усть-Каменогорск
2-комнатная квартира · 45 м² · 2/2 этаж,12 000 000 〒,"Ульбинский, Краснознаменная 64",Усть-Каменогорск
2-комнатная квартира · 61.21 м²,от 30 298 950 〒,Сатпаева позиция 60,Усть-Каменогорск
2-комнатная квартира · 50.85 м²,от 20 848 500 〒,Красина 11В,Усть-Каменогорск
4-комнатная квартира · 146 м² · 5/9 этаж,70 000 000 〒,"Ульбинский, Илияса Есенберлина 20",Усть-Каменогорск
2-комнатная квартира · 69.7 м² · 4/9 этаж,28 000 000 〒,Аль-Фараби 44,Усть-Каменогорск
3-комнатная квартира · 85 м² · 7/10 этаж,36 500 000 〒,Наб.Славского 22 — Магазин Иннарус,Усть-Каменогорск
2-комнатная квартира · 50.2 м² · 2/12 этаж,24 000 000 〒,Славского 34,Усть-Каменогорск
3-комнатная квартира · 89.39 м²,от 60 785 200 〒,Победы 2,Усть-Каменогорск
3-комнатная квартира · 90.7 м² · 3/5 этаж,21 000 000 〒,30 Гвардейской Дивизии,Усть-Каменогорск
1-комнатная квартира · 36.9 м²,от 14 760 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
1-комнатная квартира · 44 м² · 1/3 этаж,10 500 000 〒,"Ульбинский, Островского 16",Усть-Каменогорск
1-комнатная квартира · 33 м² · 5/5 этаж,12 400 000 〒,"Виноградова 23 — Ивушка,ДКМ,45 Аптека,Назарбаева",Усть-Каменогорск
2-комнатная квартира · 43 м² · 1/2 этаж,8 200 000 〒,Коршуново 3,Усть-Каменогорск
1-комнатная квартира · 58 м² · 5/5 этаж,21 500 000 〒,Дружбы народов 2/4,Усть-Каменогорск
2-комнатная квартира · 70 м² · 1/10 этаж,28 000 000 〒,Жастар КШТ 41 — Утепова,Усть-Каменогорск
2-комнатная квартира · 41.5 м² · 3/5 этаж,22 500 000 〒,Славского 24а,Усть-Каменогорск
3-комнатная квартира · 63.4 м² · 4/9 этаж,30 000 000 〒,Карбышева 48,Усть-Каменогорск
3-комнатная квартира · 107.41 м²,от 52 630 900 〒,К.Кайсенова 55/1,Усть-Каменогорск
3-комнатная квартира · 70 м² · 5/6 этаж,41 500 000 〒,"Ульбинский, И.Есенберлина 9/4",Усть-Каменогорск
3-комнатная квартира · 63 м² · 1/2 этаж,13 500 000 〒,Астафьева 117\1,Усть-Каменогорск
2-комнатная квартира · 57.3 м² · 3/5 этаж,24 000 000 〒,"Ульбинский, Кокжал барака 2",Усть-Каменогорск
3-комнатная квартира · 63 м² · 1/2 этаж,16 900 000 〒,"Ульбинский, Металлургов 11",Усть-Каменогорск
3-комнатная квартира · 66 м² · 2/9 этаж,23 000 000 〒,"Ульбинский, Красина 8/1",Усть-Каменогорск
3-комнатная квартира · 68 м² · 1/5 этаж,32 500 000 〒,Сатпаева 36,Усть-Каменогорск
3-комнатная квартира · 86.34 м²,от 42 738 300 〒,Сатпаева позиция 60,Усть-Каменогорск
2-комнатная квартира · 71 м² · 5/10 этаж,39 000 000 〒,Базовая 2/6,Усть-Каменогорск
2-комнатная квартира · 52 м² · 8/10 этаж,24 300 000 〒,"Ульбинский, Казыбек би 9/4",Усть-Каменогорск
2-комнатная квартира · 53 м² · 10/12 этаж,26 250 000 〒,Казахстан 72 — Пересечение улиц  Казахстан и Кабанбай Батыра,Усть-Каменогорск
2-комнатная квартира · 67 м² · 3/9 этаж,28 500 000 〒,Есенберлина 19 — КШТ,Усть-Каменогорск
2-комнатная квартира · 48 м² · 1/5 этаж,25 500 000 〒,"Ульбинский, Бульвар Гагарина 26/1",Усть-Каменогорск
3-комнатная квартира · 61 м² · 4/5 этаж,15 700 000 〒,Островского 2 — Аблакетка,Усть-Каменогорск
2-комнатная квартира · 71.9 м² · 7/7 этаж,40 000 000 〒,"Ульбинский, Протозанова 123 — мкр «Стрелка»",Усть-Каменогорск
3-комнатная квартира · 61.2 м² · 8/9 этаж,38 000 000 〒,проспект Назарбаева 71,Усть-Каменогорск
2-комнатная квартира · 43 м² · 2/4 этаж,17 500 000 〒,Крылова 108 — Крылова-Протозанова,Усть-Каменогорск
3-комнатная квартира · 71 м² · 3/7 этаж,41 000 000 〒,"Ульбинский, Ильяс Есенберлина 16",Усть-Каменогорск
2-комнатная квартира · 45 м² · 2/5 этаж,15 800 000 〒,"Ульбинский, кабанбай батыра",Усть-Каменогорск
1-комнатная квартира · 42 м² · 4/10 этаж,22 800 000 〒,"Ульбинский, Базовая 2/5",Усть-Каменогорск
2-комнатная квартира · 45 м² · 5/5 этаж,16 000 000 〒,Казахстан 98,Усть-Каменогорск
1-комнатная квартира · 30 м² · 3/5 этаж,15 300 000 〒,"Ульбинский, Михаэлиса 15А",Усть-Каменогорск
1-комнатная квартира · 29.1 м² · 1/5 этаж,10 000 000 〒,ул. Шаяхметова (Менделеева) 20,Усть-Каменогорск
2-комнатная квартира · 49 м² · 4/5 этаж,20 500 000 〒,"Ульбинский, Михаэлиса 24 — Магазин Ромашка",Усть-Каменогорск
2-комнатная квартира · 64 м² · 8/9 этаж,21 500 000 〒,Аль-Фараби 34,Усть-Каменогорск
3-комнатная квартира · 66 м² · 3/5 этаж,22 000 000 〒,"Ульбинский, Беспалова 45/3",Усть-Каменогорск
1-комнатная квартира · 31 м² · 3/5 этаж,11 500 000 〒,"Ульбинский, Бурова 39/2",Усть-Каменогорск
2-комнатная квартира · 70.2 м² · 8/10 этаж,33 500 000 〒,"Ахмирово, Базовая 4/7",Усть-Каменогорск
2-комнатная квартира · 58.3 м² · 1/5 этаж,21 000 000 〒,Молдагулова 17/6,Усть-Каменогорск
3-комнатная квартира · 63 м² · 2/5 этаж,20 500 000 〒,Михаэлиса 1,Усть-Каменогорск
5-комнатная квартира · 87.6 м² · 5/5 этаж,26 000 000 〒,Назарбаева 34/1,Усть-Каменогорск
3-комнатная квартира · 97 м² · 3/10 этаж,57 000 000 〒,Утепова 34/7 — Утепова,Усть-Каменогорск
3-комнатная квартира · 86 м² · 5/5 этаж,27 300 000 〒,Молдагуловой 15/6,Усть-Каменогорск
3-комнатная квартира · 72 м² · 3/6 этаж,26 000 000 〒,Сатпаева 13/5,Усть-Каменогорск
2-комнатная квартира · 50.5 м² · 2/5 этаж,13 500 000 〒,Челюскина 17/2,Усть-Каменогорск
4-комнатная квартира · 59.2 м² · 1/5 этаж,17 500 000 〒,Назарбаева 69,Усть-Каменогорск
2-комнатная квартира · 42 м² · 4/5 этаж,18 500 000 〒,Пр. Ауэзова 49,Усть-Каменогорск
2-комнатная квартира · 70 м² · 9/10 этаж,30 400 000 〒,Базовая 2/7,Усть-Каменогорск
2-комнатная квартира · 44.8 м² · 1/5 этаж,16 300 000 〒,"Ульбинский, Вострецова 4",Усть-Каменогорск
3-комнатная квартира · 67.71 м² · 4/5 этаж,32 000 000 〒,"Ульбинский, Виноградова 27",Усть-Каменогорск
2-комнатная квартира · 52.1 м² · 2/5 этаж,14 000 000 〒,ул. Протозанова 7/1,Усть-Каменогорск
1-комнатная квартира · 38 м² · 3/9 этаж,15 200 000 〒,"Ульбинский, Бульвар Гагарина 24",Усть-Каменогорск
4-комнатная квартира · 80 м² · 4/12 этаж,45 000 000 〒,Жастар 39/1 — Школа Нур Орда,Усть-Каменогорск
3-комнатная квартира · 80 м² · 2/10 этаж,34 500 000 〒,Жастар 41,Усть-Каменогорск
1-комнатная квартира · 41 м² · 10/12 этаж,18 500 000 〒,Сатпаева 55/7,Усть-Каменогорск
2-комнатная квартира · 57 м² · 9/9 этаж,29 000 000 〒,"Ульбинский, Абая 1",Усть-Каменогорск
3-комнатная квартира · 83.6 м² · 7/9 этаж,35 000 000 〒,Аль-Фараби 34,Усть-Каменогорск
2-комнатная квартира · 54 м² · 1/5 этаж,22 000 000 〒,проспект Аль-Фараби 38/2,Усть-Каменогорск
4-комнатная квартира · 60 м² · 2/5 этаж,18 600 000 〒,"Островского 6 — Аблакетка,ГЭС",Усть-Каменогорск
3-комнатная квартира · 50 м² · 5/5 этаж,15 999 999 〒,"Ульбинский, Островского 6 — Остановка Поликлиника",Усть-Каменогорск
4-комнатная квартира · 156 м² · 9/10 этаж,135 000 000 〒,Кокжал Барака 19/1,Усть-Каменогорск
2-комнатная квартира · 48 м² · 1/5 этаж,15 700 000 〒,"Ульбинский, Ломоносова",Усть-Каменогорск
2-комнатная квартира · 52 м² · 2/5 этаж,21 500 000 〒,"Ульбинский, Кшт 26",Усть-Каменогорск
3-комнатная квартира · 71.2 м² · 5/5 этаж,24 000 000 〒,"Ульбинский, Жастар 25",Усть-Каменогорск
2-комнатная квартира · 43 м² · 3/5 этаж,15 300 000 〒,Кайсенова 30,Усть-Каменогорск
1-комнатная квартира · 43.3 м² · 8/9 этаж,15 100 000 〒,"Ульбинский, Аль-Фараби 34",Усть-Каменогорск
2-комнатная квартира · 42.8 м² · 5/5 этаж,14 000 000 〒,"Ульбинский, Чехова 74 — Кабанбай Батыра 121",Усть-Каменогорск
2-комнатная квартира · 38 м² · 1/3 этаж,10 000 000 〒,Пр. Назарбаева 28,Усть-Каменогорск
2-комнатная квартира · 57.5 м² · 6/9 этаж,34 000 000 〒,Протозанова 97/3,Усть-Каменогорск
3-комнатная квартира · 79 м² · 4/5 этаж,33 000 000 〒,"Ульбинский, Есенберлина 8",Усть-Каменогорск
1-комнатная квартира · 30 м² · 3/5 этаж,13 500 000 〒,"Ульбинский, Бульвар Гагарина 10",Усть-Каменогорск
1-комнатная квартира · 33.6 м² · 2/4 этаж,10 500 000 〒,Островского 34/2,Усть-Каменогорск
3-комнатная квартира · 62.2 м² · 2/4 этаж,25 500 000 〒,Энтузиастов 11,Усть-Каменогорск
3-комнатная квартира · 90 м² · 2/10 этаж,42 000 000 〒,"Қазыбек би 7/3 — Рядом магазин Айлин, так же строится новая больница на КШТ",Усть-Каменогорск
4-комнатная квартира · 179 м² · 9/10 этаж,89 000 000 〒,Илияса Есенберлина 20 — КШТ,Усть-Каменогорск
1-комнатная квартира · 45 м² · 8/10 этаж,20 000 000 〒,"Ульбинский, Каныша Сатпаева 55/3 — Театр",Усть-Каменогорск
3-комнатная квартира · 70.4 м² · 4/5 этаж,29 800 000 〒,Дружбы Народов 1,Усть-Каменогорск
2-комнатная квартира · 61.1 м² · 6/14 этаж,26 500 000 〒,Набережная имени Славского 16,Усть-Каменогорск
2-комнатная квартира · 41 м² · 3/4 этаж,14 200 000 〒,Протозанова 89,Усть-Каменогорск
1-комнатная квартира · 54.2 м² · 7/8 этаж,24 500 000 〒,Кокжал барака 19/2,Усть-Каменогорск
3-комнатная квартира · 68 м² · 9/9 этаж,40 900 000 〒,Набережная Славского 54 — Стрелка,Усть-Каменогорск
3-комнатная квартира · 64.5 м² · 3/9 этаж,25 500 000 〒,"Ульбинский, Бульвар Гагарина 18/1",Усть-Каменогорск
2-комнатная квартира · 48.3 м² · 4/5 этаж,23 200 000 〒,Сатпаева 24,Усть-Каменогорск
2-комнатная квартира · 52.3 м² · 2/5 этаж,23 000 000 〒,Бурова 25/3,Усть-Каменогорск
2-комнатная квартира · 45.8 м² · 5/5 этаж,13 800 000 〒,Абая 7,Усть-Каменогорск
3-комнатная квартира · 56 м² · 1/5 этаж,21 700 000 〒,Лихарева — Крылова - лихарева - колос,Усть-Каменогорск
3-комнатная квартира · 64 м² · 2/5 этаж,25 000 000 〒,Амре Кашаубаева (Дзержинского) 26,Усть-Каменогорск
2-комнатная квартира · 50 м² · 1/5 этаж,15 400 000 〒,Кожедуба 58 — Пристань,Усть-Каменогорск
6-комнатная квартира · 154.4 м² · 2/9 этаж,68 000 000 〒,Кайсенова 12,Усть-Каменогорск
2-комнатная квартира · 53 м² · 1/9 этаж,21 500 000 〒,Бульвар Гагарина 25 — ТД Меркурий. парк Самал.,Усть-Каменогорск
1-комнатная квартира · 32 м² · 3/5 этаж,11 900 000 〒,Новаторов 15,Усть-Каменогорск
2-комнатная квартира · 70.1 м² · 2/5 этаж,22 800 000 〒,проспект Сатпаева 13 — На пересечении улицы Утепова и проспекта Сатпаева,Усть-Каменогорск
3-комнатная квартира · 60 м² · 2/2 этаж,11 300 000 〒,Новорабочая 5 — Белинского-Бажова,Усть-Каменогорск
2-комнатная квартира · 48 м² · 5/5 этаж,15 800 000 〒,"Ульбинский, Бажова 343/3",Усть-Каменогорск
4-комнатная квартира · 108 м² · 2/6 этаж,29 000 000 〒,"Ульбинский, Егорова 12",Усть-Каменогорск
3-комнатная квартира · 88.6 м² · 5/5 этаж,27 700 000 〒,Аль-Фараби 42/3,Усть-Каменогорск
3-комнатная квартира · 54 м² · 2/5 этаж,17 000 000 〒,"Ульбинский, Шаяхметова 15",Усть-Каменогорск
3-комнатная квартира · 70 м² · 4/5 этаж,25 500 000 〒,михаэлиса 2,Усть-Каменогорск
2-комнатная квартира · 55 м² · 4/10 этаж,25 500 000 〒,красина 14Б — дворец спорта,Усть-Каменогорск
3-комнатная квартира · 64 м² · 4/5 этаж,24 500 000 〒,"Ульбинский, Михаэлиса 20 — Р-н магазина ""Ромашка""",Усть-Каменогорск
3-комнатная квартира · 55 м² · 5/5 этаж,23 000 000 〒,"Ульбинский, Кабанбай батыра 105А — Кабанбай батыра - Казахстан",Усть-Каменогорск
3-комнатная квартира · 61 м² · 2/5 этаж,19 900 000 〒,"Ульбинский, Севастопольская 3 — Магазин ""Меркурий""",Усть-Каменогорск
1-комнатная квартира · 33 м² · 8/9 этаж,10 200 000 〒,"Ульбинский, Сатпаева 5",Усть-Каменогорск
1-комнатная квартира · 30 м² · 5/5 этаж,13 500 000 〒,Амре Кашаубаева 12,Усть-Каменогорск
2-комнатная квартира · 50 м² · 7/9 этаж,27 500 000 〒,"Ульбинский, Красина 8/1 — Вдоль новой набережной, за Дворцом спорта.",Усть-Каменогорск
3-комнатная квартира · 69 м² · 2/5 этаж,18 000 000 〒,"Ульбинский, Машиностроителей 6",Усть-Каменогорск
3-комнатная квартира · 85 м² · 8/9 этаж,28 000 000 〒,"Ульбинский, Момышулы 14",Усть-Каменогорск
2-комнатная квартира · 40.8 м² · 3/5 этаж,15 000 000 〒,"Ульбинский, 30 гвардейской дивизии 30",Усть-Каменогорск
2-комнатная квартира · 48 м² · 3/5 этаж,16 500 000 〒,Маяковского 20,Усть-Каменогорск
2-комнатная квартира · 46.9 м² · 3/6 этаж,28 000 000 〒,"Ульбинский, И.Есенберлина 11",Усть-Каменогорск
3-комнатная квартира · 84.5 м² · 3/5 этаж,35 000 000 〒,Протозанова 3 — ТД Альшемали,Усть-Каменогорск
2-комнатная квартира · 49.4 м²,17 900 000 〒,Сатпаева 17/2,Усть-Каменогорск
3-комнатная квартира · 55 м² · 3/5 этаж,15 500 000 〒,Мызы,Усть-Каменогорск
2-комнатная квартира · 66 м² · 5/5 этаж,47 000 000 〒,Казыбек би 18/1,Усть-Каменогорск
2-комнатная квартира · 75 м² · 1/5 этаж,26 000 000 〒,"Ульбинский, Дружбы народов 2/4",Усть-Каменогорск
2-комнатная квартира · 52 м² · 2/5 этаж,29 000 000 〒,"Ульбинский, Ауезова 24",Усть-Каменогорск
2-комнатная квартира · 58 м² · 10/10 этаж,29 800 000 〒,"Ульбинский, Илияса Есенберлина 76 — Есенберлина 76",Усть-Каменогорск
3-комнатная квартира · 68 м² · 2/2 этаж,15 000 000 〒,Бажова 34а — Стройплощадка,Усть-Каменогорск
1-комнатная квартира · 29 м² · 9/12 этаж,17 000 000 〒,"Ульбинский, Казахстан 68",Усть-Каменогорск
2-комнатная квартира · 49 м² · 4/9 этаж,23 500 000 〒,Кабанбай батыра 91 — Пермитина,Усть-Каменогорск
3-комнатная квартира · 60 м² · 7/9 этаж,23 500 000 〒,Сатпаева 2,Усть-Каменогорск
1-комнатная квартира · 31 м² · 1/5 этаж,12 400 000 〒,НАБЕРЕЖНАЯ  СЛАВСКОГО 26 а — КРЫЛОВА АУЭЗОВА,Усть-Каменогорск
3-комнатная квартира · 94 м² · 4/5 этаж,42 700 000 〒,Дружбы народов 2/2,Усть-Каменогорск
2-комнатная квартира · 63 м² · 7/10 этаж,27 500 000 〒,"Ульбинский, Сатпаева 2/2",Усть-Каменогорск
3-комнатная квартира · 69 м² · 4/5 этаж,23 500 000 〒,Ахметова 12,Усть-Каменогорск
2-комнатная квартира · 69.6 м² · 10/10 этаж,34 000 000 〒,Базовая 2/3,Усть-Каменогорск
2-комнатная квартира · 54 м² · 6/9 этаж,36 900 000 〒,Славского 44 — Р-н Стрелка. ПРЕДЛОЖЕНИЕ ОГРАНИЧЕНО ПО ВРЕМЕНИ‼️,Усть-Каменогорск
3-комнатная квартира · 55 м² · 5/5 этаж,17 000 000 〒,"Ульбинский, Маяковского 18",Усть-Каменогорск
2-комнатная квартира · 57.1 м² · 4/5 этаж,23 800 000 〒,"Ульбинский, Кокжал Барака 2",Усть-Каменогорск
2-комнатная квартира · 50 м² · 2/4 этаж,21 500 000 〒,Энтузиастов 9,Усть-Каменогорск
3-комнатная квартира · 60 м² · 1/5 этаж,25 500 000 〒,Набережная Славского 26/1,Усть-Каменогорск
2-комнатная квартира · 45 м² · 1/5 этаж,17 900 000 〒,Сатпаева 12/2,Усть-Каменогорск
3-комнатная квартира · 75 м² · 4/7 этаж,41 000 000 〒,"Ульбинский, Илияса Есенберлина 16 — Утепова",Усть-Каменогорск
4-комнатная квартира · 135 м² · 3/9 этаж,120 000 000 〒,Илияса Есенберлина 20,Усть-Каменогорск
1-комнатная квартира · 35.9 м² · 5/10 этаж,13 642 000 〒,Есенберлина,Усть-Каменогорск
3-комнатная квартира · 88 м²,33 440 000 〒,Есенберлина,Усть-Каменогорск
2-комнатная квартира · 54.5 м² · 8/10 этаж,26 000 000 〒,Есенберлина,Усть-Каменогорск
2-комнатная квартира · 70 м² · 3/10 этаж,34 000 000 〒,Есенберлина,Усть-Каменогорск
1-комнатная квартира · 49 м² · 5/7 этаж,24 000 000 〒,Протозанова 123,Усть-Каменогорск
2-комнатная квартира · 68 м² · 1/3 этаж,14 800 000 〒,"Ульбинский, Менделеева 4",Усть-Каменогорск
2-комнатная квартира · 54.5 м² · 8/9 этаж,30 520 000 〒,Илияса Есенберлина,Усть-Каменогорск
4-комнатная квартира · 74 м² · 6/6 этаж,21 500 000 〒,Бажова 339/2 — Прохладная,Усть-Каменогорск
2-комнатная квартира · 61 м² · 2/2 этаж,17 600 000 〒,Метталургов 16,Усть-Каменогорск
3-комнатная квартира · 68 м² · 5/5 этаж,17 500 000 〒,"Ульбинский, Михаэлиса 14/1",Усть-Каменогорск
4-комнатная квартира · 91.35 м² · 4/7 этаж,34 713 000 〒,Илияса Есенберлина 80 — Maxi mall фреш маркет спорт сити район,Усть-Каменогорск
3-комнатная квартира · 77.4 м² · 2/7 этаж,29 412 000 〒,Илияса Есенберлина 80 — Maxi mall фреш маркет спорт сити район,Усть-Каменогорск
2-комнатная квартира · 53.7 м² · 4/7 этаж,20 406 000 〒,Илияса Есенберлина 80 — Maxi mall фреш маркет спорт сити район,Усть-Каменогорск
1-комнатная квартира · 38.9 м² · 3/7 этаж,14 782 000 〒,Илияса Есенберлина 80 — Maxi mall фреш маркет спорт сити район,Усть-Каменогорск
3-комнатная квартира · 64 м² · 4/4 этаж,23 500 000 〒,Энтузиастов 11,Усть-Каменогорск
3-комнатная квартира · 80 м² · 3/5 этаж,32 000 000 〒,"Ульбинский, Протозанова 85",Усть-Каменогорск
2-комнатная квартира · 46 м² · 5/5 этаж,15 400 000 〒,Амре Кашаубаева 18 — Астана,Усть-Каменогорск
2-комнатная квартира · 44 м² · 5/5 этаж,21 500 000 〒,"Ульбинский, Дружбы народов 2/5",Усть-Каменогорск
2-комнатная квартира · 45 м² · 2/5 этаж,18 000 000 〒,Мызы — КАЗАХСТАН,Усть-Каменогорск
3-комнатная квартира · 69.9 м² · 4/5 этаж,27 500 000 〒,Льва Толстого 17,Усть-Каменогорск
3-комнатная квартира · 60 м² · 1/9 этаж,21 500 000 〒,"Ульбинский, Бурова 10",Усть-Каменогорск
4-комнатная квартира · 150 м² · 4/5 этаж,50 000 000 〒,Дружбы Народов 2/2,Усть-Каменогорск
2-комнатная квартира · 59.3 м² · 3/10 этаж,34 000 000 〒,"Ульбинский, Каныша Сатпаева 57/1 — Драмтеатр",Усть-Каменогорск
3-комнатная квартира · 87 м² · 3/6 этаж,38 000 000 〒,Сатпаева 15,Усть-Каменогорск
3-комнатная квартира · 74 м² · 5/5 этаж,26 800 000 〒,Карбышева,Усть-Каменогорск
2-комнатная квартира · 51.5 м² · 4/5 этаж,22 000 000 〒,"Ульбинский, Кабанбай Батыра 80",Усть-Каменогорск
2-комнатная квартира · 54.4 м² · 3/3 этаж,16 500 000 〒,Шакарима 157,Усть-Каменогорск
1-комнатная квартира · 35 м² · 3/5 этаж,12 200 000 〒,"Новаторов — Бурова , Кабанбай Батыра, Льва Толстого",Усть-Каменогорск
2-комнатная квартира · 70 м² · 9/9 этаж,33 000 000 〒,Сатпаева 15/3,Усть-Каменогорск
